source_file,dataset_tag,agent_name,role,fold
taged_1746484752_GAIT_osawalab_CamelliaDragons_ai168wolf_kanolab.log,all_feature_table_2025sp17_with_talks,osawalab1,VILLAGER,1
taged_1746484752_GAIT_osawalab_CamelliaDragons_ai168wolf_kanolab.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,VILLAGER,1
taged_1746484752_GAIT_osawalab_CamelliaDragons_ai168wolf_kanolab.log,all_feature_table_2025sp17_with_talks,ai168wolf1,WEREWOLF,1
taged_1746484752_GAIT_osawalab_CamelliaDragons_ai168wolf_kanolab.log,all_feature_table_2025sp17_with_talks,kanolab1,POSSESSED,1
taged_1746485144_ai168wolf_mille_CanisLupus_osawalab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,POSSESSED,5
taged_1746485144_ai168wolf_mille_CanisLupus_osawalab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,ai168wolf1,SEER,5
taged_1746485144_ai168wolf_mille_CanisLupus_osawalab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,mille1,VILLAGER,5
taged_1746485144_ai168wolf_mille_CanisLupus_osawalab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,CanisLupus1,VILLAGER,5
taged_1746485144_ai168wolf_mille_CanisLupus_osawalab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,osawalab1,WEREWOLF,5
taged_1746487408_ai168wolf_sunamelli_CanisLupus_osawalab_mille.log,all_feature_table_2025sp17_with_talks,ai168wolf1,WEREWOLF,1
taged_1746487408_ai168wolf_sunamelli_CanisLupus_osawalab_mille.log,all_feature_table_2025sp17_with_talks,sunamelli1,POSSESSED,1
taged_1746487408_ai168wolf_sunamelli_CanisLupus_osawalab_mille.log,all_feature_table_2025sp17_with_talks,CanisLupus1,SEER,1
taged_1746487408_ai168wolf_sunamelli_CanisLupus_osawalab_mille.log,all_feature_table_2025sp17_with_talks,osawalab1,VILLAGER,1
taged_1746487408_ai168wolf_sunamelli_CanisLupus_osawalab_mille.log,all_feature_table_2025sp17_with_talks,mille1,VILLAGER,1
taged_1746488494_CamelliaDragons_osawalab_sunamelli_ai168wolf_GAIT.log,all_feature_table_2025sp17_with_talks,ai168wolf1,POSSESSED,2
taged_1746488494_CamelliaDragons_osawalab_sunamelli_ai168wolf_GAIT.log,all_feature_table_2025sp17_with_talks,GAIT1,SEER,2
taged_1746488494_CamelliaDragons_osawalab_sunamelli_ai168wolf_GAIT.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,VILLAGER,2
taged_1746488494_CamelliaDragons_osawalab_sunamelli_ai168wolf_GAIT.log,all_feature_table_2025sp17_with_talks,osawalab1,VILLAGER,2
taged_1746488494_CamelliaDragons_osawalab_sunamelli_ai168wolf_GAIT.log,all_feature_table_2025sp17_with_talks,sunamelli1,WEREWOLF,2
taged_1746511721_mille_CanisLupus_sunamelli_kanolab_ai168wolf.log,all_feature_table_2025sp17_with_talks,kanolab1,VILLAGER,3
taged_1746511721_mille_CanisLupus_sunamelli_kanolab_ai168wolf.log,all_feature_table_2025sp17_with_talks,ai168wolf1,VILLAGER,3
taged_1746511721_mille_CanisLupus_sunamelli_kanolab_ai168wolf.log,all_feature_table_2025sp17_with_talks,mille1,WEREWOLF,3
taged_1746511721_mille_CanisLupus_sunamelli_kanolab_ai168wolf.log,all_feature_table_2025sp17_with_talks,CanisLupus1,POSSESSED,3
taged_1746511721_mille_CanisLupus_sunamelli_kanolab_ai168wolf.log,all_feature_table_2025sp17_with_talks,sunamelli1,SEER,3
taged_1746527448_GPTaku_sunamelli_ai168wolf_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,osawalab1,POSSESSED,3
taged_1746527448_GPTaku_sunamelli_ai168wolf_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,kanolab1,SEER,3
taged_1746527448_GPTaku_sunamelli_ai168wolf_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,3
taged_1746527448_GPTaku_sunamelli_ai168wolf_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,sunamelli1,VILLAGER,3
taged_1746527448_GPTaku_sunamelli_ai168wolf_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,ai168wolf1,WEREWOLF,3
taged_1746528097_CamelliaDragons_kanolab_GPTaku_osawalab_mille.log,all_feature_table_2025sp17_with_talks,osawalab1,SEER,3
taged_1746528097_CamelliaDragons_kanolab_GPTaku_osawalab_mille.log,all_feature_table_2025sp17_with_talks,mille1,VILLAGER,3
taged_1746528097_CamelliaDragons_kanolab_GPTaku_osawalab_mille.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,VILLAGER,3
taged_1746528097_CamelliaDragons_kanolab_GPTaku_osawalab_mille.log,all_feature_table_2025sp17_with_talks,kanolab1,WEREWOLF,3
taged_1746528097_CamelliaDragons_kanolab_GPTaku_osawalab_mille.log,all_feature_table_2025sp17_with_talks,GPTaku1,POSSESSED,3
taged_1746528573_ai168wolf_GPTaku_CanisLupus_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,ai168wolf1,SEER,3
taged_1746528573_ai168wolf_GPTaku_CanisLupus_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,3
taged_1746528573_ai168wolf_GPTaku_CanisLupus_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,CanisLupus1,VILLAGER,3
taged_1746528573_ai168wolf_GPTaku_CanisLupus_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,osawalab1,WEREWOLF,3
taged_1746528573_ai168wolf_GPTaku_CanisLupus_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,kanolab1,POSSESSED,3
taged_1746529140_CamelliaDragons_sunamelli_osawalab_mille_GPTaku.log,all_feature_table_2025sp17_with_talks,mille1,POSSESSED,1
taged_1746529140_CamelliaDragons_sunamelli_osawalab_mille_GPTaku.log,all_feature_table_2025sp17_with_talks,GPTaku1,SEER,1
taged_1746529140_CamelliaDragons_sunamelli_osawalab_mille_GPTaku.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,VILLAGER,1
taged_1746529140_CamelliaDragons_sunamelli_osawalab_mille_GPTaku.log,all_feature_table_2025sp17_with_talks,sunamelli1,VILLAGER,1
taged_1746529140_CamelliaDragons_sunamelli_osawalab_mille_GPTaku.log,all_feature_table_2025sp17_with_talks,osawalab1,WEREWOLF,1
taged_1746529637_osawalab_ai168wolf_GPTaku_kanolab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,GPTaku1,WEREWOLF,2
taged_1746529637_osawalab_ai168wolf_GPTaku_kanolab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,kanolab1,POSSESSED,2
taged_1746529637_osawalab_ai168wolf_GPTaku_kanolab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,SEER,2
taged_1746529637_osawalab_ai168wolf_GPTaku_kanolab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,osawalab1,VILLAGER,2
taged_1746529637_osawalab_ai168wolf_GPTaku_kanolab_CamelliaDragons.log,all_feature_table_2025sp17_with_talks,ai168wolf1,VILLAGER,2
taged_1746530082_GPTaku_CanisLupus_ai168wolf_mille_sunamelli.log,all_feature_table_2025sp17_with_talks,GPTaku1,SEER,4
taged_1746530082_GPTaku_CanisLupus_ai168wolf_mille_sunamelli.log,all_feature_table_2025sp17_with_talks,CanisLupus1,VILLAGER,4
taged_1746530082_GPTaku_CanisLupus_ai168wolf_mille_sunamelli.log,all_feature_table_2025sp17_with_talks,ai168wolf1,VILLAGER,4
taged_1746530082_GPTaku_CanisLupus_ai168wolf_mille_sunamelli.log,all_feature_table_2025sp17_with_talks,mille1,WEREWOLF,4
taged_1746530082_GPTaku_CanisLupus_ai168wolf_mille_sunamelli.log,all_feature_table_2025sp17_with_talks,sunamelli1,POSSESSED,4
taged_1746531959_ai168wolf_osawalab_CamelliaDragons_GPTaku_CanisLupus.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,POSSESSED,3
taged_1746531959_ai168wolf_osawalab_CamelliaDragons_GPTaku_CanisLupus.log,all_feature_table_2025sp17_with_talks,GPTaku1,SEER,3
taged_1746531959_ai168wolf_osawalab_CamelliaDragons_GPTaku_CanisLupus.log,all_feature_table_2025sp17_with_talks,CanisLupus1,VILLAGER,3
taged_1746531959_ai168wolf_osawalab_CamelliaDragons_GPTaku_CanisLupus.log,all_feature_table_2025sp17_with_talks,ai168wolf1,VILLAGER,3
taged_1746531959_ai168wolf_osawalab_CamelliaDragons_GPTaku_CanisLupus.log,all_feature_table_2025sp17_with_talks,osawalab1,WEREWOLF,3
taged_1746533146_kanolab_osawalab_sunamelli_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,ai168wolf1,WEREWOLF,4
taged_1746533146_kanolab_osawalab_sunamelli_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,kanolab1,POSSESSED,4
taged_1746533146_kanolab_osawalab_sunamelli_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,osawalab1,SEER,4
taged_1746533146_kanolab_osawalab_sunamelli_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,sunamelli1,VILLAGER,4
taged_1746533146_kanolab_osawalab_sunamelli_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,4
taged_1746534408_kanolab_GPTaku_CamelliaDragons_osawalab_CanisLupus.log,all_feature_table_2025sp17_with_talks,osawalab1,VILLAGER,1
taged_1746534408_kanolab_GPTaku_CamelliaDragons_osawalab_CanisLupus.log,all_feature_table_2025sp17_with_talks,CanisLupus1,VILLAGER,1
taged_1746534408_kanolab_GPTaku_CamelliaDragons_osawalab_CanisLupus.log,all_feature_table_2025sp17_with_talks,kanolab1,WEREWOLF,1
taged_1746534408_kanolab_GPTaku_CamelliaDragons_osawalab_CanisLupus.log,all_feature_table_2025sp17_with_talks,GPTaku1,POSSESSED,1
taged_1746534408_kanolab_GPTaku_CamelliaDragons_osawalab_CanisLupus.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,SEER,1
taged_1746535100_osawalab_kanolab_CanisLupus_CamelliaDragons_GPTaku.log,all_feature_table_2025sp17_with_talks,osawalab1,POSSESSED,2
taged_1746535100_osawalab_kanolab_CanisLupus_CamelliaDragons_GPTaku.log,all_feature_table_2025sp17_with_talks,kanolab1,SEER,2
taged_1746535100_osawalab_kanolab_CanisLupus_CamelliaDragons_GPTaku.log,all_feature_table_2025sp17_with_talks,CanisLupus1,VILLAGER,2
taged_1746535100_osawalab_kanolab_CanisLupus_CamelliaDragons_GPTaku.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,VILLAGER,2
taged_1746535100_osawalab_kanolab_CanisLupus_CamelliaDragons_GPTaku.log,all_feature_table_2025sp17_with_talks,GPTaku1,WEREWOLF,2
taged_1746535428_ai168wolf_sunamelli_mille_osawalab_GPTaku.log,all_feature_table_2025sp17_with_talks,ai168wolf1,WEREWOLF,2
taged_1746535428_ai168wolf_sunamelli_mille_osawalab_GPTaku.log,all_feature_table_2025sp17_with_talks,sunamelli1,POSSESSED,2
taged_1746535428_ai168wolf_sunamelli_mille_osawalab_GPTaku.log,all_feature_table_2025sp17_with_talks,mille1,SEER,2
taged_1746535428_ai168wolf_sunamelli_mille_osawalab_GPTaku.log,all_feature_table_2025sp17_with_talks,osawalab1,VILLAGER,2
taged_1746535428_ai168wolf_sunamelli_mille_osawalab_GPTaku.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,2
taged_1746536451_CamelliaDragons_kanolab_mille_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,ai168wolf1,WEREWOLF,5
taged_1746536451_CamelliaDragons_kanolab_mille_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,POSSESSED,5
taged_1746536451_CamelliaDragons_kanolab_mille_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,kanolab1,SEER,5
taged_1746536451_CamelliaDragons_kanolab_mille_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,mille1,VILLAGER,5
taged_1746536451_CamelliaDragons_kanolab_mille_GPTaku_ai168wolf.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,5
taged_1746538054_mille_sunamelli_osawalab_CanisLupus_GPTaku.log,all_feature_table_2025sp17_with_talks,CanisLupus1,WEREWOLF,4
taged_1746538054_mille_sunamelli_osawalab_CanisLupus_GPTaku.log,all_feature_table_2025sp17_with_talks,GPTaku1,POSSESSED,4
taged_1746538054_mille_sunamelli_osawalab_CanisLupus_GPTaku.log,all_feature_table_2025sp17_with_talks,mille1,SEER,4
taged_1746538054_mille_sunamelli_osawalab_CanisLupus_GPTaku.log,all_feature_table_2025sp17_with_talks,sunamelli1,VILLAGER,4
taged_1746538054_mille_sunamelli_osawalab_CanisLupus_GPTaku.log,all_feature_table_2025sp17_with_talks,osawalab1,VILLAGER,4
taged_1746539847_mille_kanolab_CanisLupus_GPTaku_osawalab.log,all_feature_table_2025sp17_with_talks,mille1,WEREWOLF,3
taged_1746539847_mille_kanolab_CanisLupus_GPTaku_osawalab.log,all_feature_table_2025sp17_with_talks,kanolab1,POSSESSED,3
taged_1746539847_mille_kanolab_CanisLupus_GPTaku_osawalab.log,all_feature_table_2025sp17_with_talks,CanisLupus1,SEER,3
taged_1746539847_mille_kanolab_CanisLupus_GPTaku_osawalab.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,3
taged_1746539847_mille_kanolab_CanisLupus_GPTaku_osawalab.log,all_feature_table_2025sp17_with_talks,osawalab1,VILLAGER,3
taged_1746540651_ai168wolf_mille_GPTaku_CanisLupus_kanolab.log,all_feature_table_2025sp17_with_talks,mille1,SEER,4
taged_1746540651_ai168wolf_mille_GPTaku_CanisLupus_kanolab.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,4
taged_1746540651_ai168wolf_mille_GPTaku_CanisLupus_kanolab.log,all_feature_table_2025sp17_with_talks,CanisLupus1,VILLAGER,4
taged_1746540651_ai168wolf_mille_GPTaku_CanisLupus_kanolab.log,all_feature_table_2025sp17_with_talks,kanolab1,WEREWOLF,4
taged_1746540651_ai168wolf_mille_GPTaku_CanisLupus_kanolab.log,all_feature_table_2025sp17_with_talks,ai168wolf1,POSSESSED,4
taged_1746541023_CanisLupus_GPTaku_sunamelli_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,CanisLupus1,POSSESSED,5
taged_1746541023_CanisLupus_GPTaku_sunamelli_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,GPTaku1,SEER,5
taged_1746541023_CanisLupus_GPTaku_sunamelli_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,sunamelli1,VILLAGER,5
taged_1746541023_CanisLupus_GPTaku_sunamelli_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,osawalab1,VILLAGER,5
taged_1746541023_CanisLupus_GPTaku_sunamelli_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,kanolab1,WEREWOLF,5
taged_1746542262_sunamelli_mille_CamelliaDragons_CanisLupus_GPTaku.log,all_feature_table_2025sp17_with_talks,sunamelli1,VILLAGER,4
taged_1746542262_sunamelli_mille_CamelliaDragons_CanisLupus_GPTaku.log,all_feature_table_2025sp17_with_talks,mille1,VILLAGER,4
taged_1746542262_sunamelli_mille_CamelliaDragons_CanisLupus_GPTaku.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,WEREWOLF,4
taged_1746542262_sunamelli_mille_CamelliaDragons_CanisLupus_GPTaku.log,all_feature_table_2025sp17_with_talks,CanisLupus1,POSSESSED,4
taged_1746542262_sunamelli_mille_CamelliaDragons_CanisLupus_GPTaku.log,all_feature_table_2025sp17_with_talks,GPTaku1,SEER,4
taged_1746543128_mille_CanisLupus_osawalab_sunamelli_GPTaku.log,all_feature_table_2025sp17_with_talks,mille1,WEREWOLF,1
taged_1746543128_mille_CanisLupus_osawalab_sunamelli_GPTaku.log,all_feature_table_2025sp17_with_talks,CanisLupus1,POSSESSED,1
taged_1746543128_mille_CanisLupus_osawalab_sunamelli_GPTaku.log,all_feature_table_2025sp17_with_talks,osawalab1,SEER,1
taged_1746543128_mille_CanisLupus_osawalab_sunamelli_GPTaku.log,all_feature_table_2025sp17_with_talks,sunamelli1,VILLAGER,1
taged_1746543128_mille_CanisLupus_osawalab_sunamelli_GPTaku.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,1
taged_1746544220_CanisLupus_mille_CamelliaDragons_GPTaku_osawalab.log,all_feature_table_2025sp17_with_talks,CanisLupus1,SEER,5
taged_1746544220_CanisLupus_mille_CamelliaDragons_GPTaku_osawalab.log,all_feature_table_2025sp17_with_talks,mille1,VILLAGER,5
taged_1746544220_CanisLupus_mille_CamelliaDragons_GPTaku_osawalab.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,VILLAGER,5
taged_1746544220_CanisLupus_mille_CamelliaDragons_GPTaku_osawalab.log,all_feature_table_2025sp17_with_talks,GPTaku1,WEREWOLF,5
taged_1746544220_CanisLupus_mille_CamelliaDragons_GPTaku_osawalab.log,all_feature_table_2025sp17_with_talks,osawalab1,POSSESSED,5
taged_1746544555_GPTaku_CamelliaDragons_kanolab_ai168wolf_sunamelli.log,all_feature_table_2025sp17_with_talks,GPTaku1,POSSESSED,5
taged_1746544555_GPTaku_CamelliaDragons_kanolab_ai168wolf_sunamelli.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,SEER,5
taged_1746544555_GPTaku_CamelliaDragons_kanolab_ai168wolf_sunamelli.log,all_feature_table_2025sp17_with_talks,kanolab1,VILLAGER,5
taged_1746544555_GPTaku_CamelliaDragons_kanolab_ai168wolf_sunamelli.log,all_feature_table_2025sp17_with_talks,ai168wolf1,VILLAGER,5
taged_1746544555_GPTaku_CamelliaDragons_kanolab_ai168wolf_sunamelli.log,all_feature_table_2025sp17_with_talks,sunamelli1,WEREWOLF,5
taged_1746545814_ai168wolf_osawalab_kanolab_CanisLupus_GPTaku.log,all_feature_table_2025sp17_with_talks,ai168wolf1,WEREWOLF,5
taged_1746545814_ai168wolf_osawalab_kanolab_CanisLupus_GPTaku.log,all_feature_table_2025sp17_with_talks,osawalab1,POSSESSED,5
taged_1746545814_ai168wolf_osawalab_kanolab_CanisLupus_GPTaku.log,all_feature_table_2025sp17_with_talks,kanolab1,SEER,5
taged_1746545814_ai168wolf_osawalab_kanolab_CanisLupus_GPTaku.log,all_feature_table_2025sp17_with_talks,CanisLupus1,VILLAGER,5
taged_1746545814_ai168wolf_osawalab_kanolab_CanisLupus_GPTaku.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,5
taged_1746546392_osawalab_GPTaku_kanolab_mille_sunamelli.log,all_feature_table_2025sp17_with_talks,GPTaku1,WEREWOLF,3
taged_1746546392_osawalab_GPTaku_kanolab_mille_sunamelli.log,all_feature_table_2025sp17_with_talks,kanolab1,POSSESSED,3
taged_1746546392_osawalab_GPTaku_kanolab_mille_sunamelli.log,all_feature_table_2025sp17_with_talks,mille1,SEER,3
taged_1746546392_osawalab_GPTaku_kanolab_mille_sunamelli.log,all_feature_table_2025sp17_with_talks,sunamelli1,VILLAGER,3
taged_1746546392_osawalab_GPTaku_kanolab_mille_sunamelli.log,all_feature_table_2025sp17_with_talks,osawalab1,VILLAGER,3
taged_1746547266_CamelliaDragons_mille_CanisLupus_sunamelli_GPTaku.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,2
taged_1746547266_CamelliaDragons_mille_CanisLupus_sunamelli_GPTaku.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,VILLAGER,2
taged_1746547266_CamelliaDragons_mille_CanisLupus_sunamelli_GPTaku.log,all_feature_table_2025sp17_with_talks,mille1,WEREWOLF,2
taged_1746547266_CamelliaDragons_mille_CanisLupus_sunamelli_GPTaku.log,all_feature_table_2025sp17_with_talks,CanisLupus1,POSSESSED,2
taged_1746547266_CamelliaDragons_mille_CanisLupus_sunamelli_GPTaku.log,all_feature_table_2025sp17_with_talks,sunamelli1,SEER,2
taged_1746547899_GPTaku_ai168wolf_sunamelli_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,ai168wolf1,POSSESSED,4
taged_1746547899_GPTaku_ai168wolf_sunamelli_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,sunamelli1,SEER,4
taged_1746547899_GPTaku_ai168wolf_sunamelli_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,osawalab1,VILLAGER,4
taged_1746547899_GPTaku_ai168wolf_sunamelli_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,kanolab1,VILLAGER,4
taged_1746547899_GPTaku_ai168wolf_sunamelli_osawalab_kanolab.log,all_feature_table_2025sp17_with_talks,GPTaku1,WEREWOLF,4
taged_1746548423_sunamelli_CamelliaDragons_CanisLupus_GPTaku_kanolab.log,all_feature_table_2025sp17_with_talks,sunamelli1,WEREWOLF,3
taged_1746548423_sunamelli_CamelliaDragons_CanisLupus_GPTaku_kanolab.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,POSSESSED,3
taged_1746548423_sunamelli_CamelliaDragons_CanisLupus_GPTaku_kanolab.log,all_feature_table_2025sp17_with_talks,CanisLupus1,SEER,3
taged_1746548423_sunamelli_CamelliaDragons_CanisLupus_GPTaku_kanolab.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,3
taged_1746548423_sunamelli_CamelliaDragons_CanisLupus_GPTaku_kanolab.log,all_feature_table_2025sp17_with_talks,kanolab1,VILLAGER,3
taged_1746548986_mille_osawalab_ai168wolf_kanolab_GPTaku.log,all_feature_table_2025sp17_with_talks,mille1,VILLAGER,2
taged_1746548986_mille_osawalab_ai168wolf_kanolab_GPTaku.log,all_feature_table_2025sp17_with_talks,osawalab1,VILLAGER,2
taged_1746548986_mille_osawalab_ai168wolf_kanolab_GPTaku.log,all_feature_table_2025sp17_with_talks,ai168wolf1,WEREWOLF,2
taged_1746548986_mille_osawalab_ai168wolf_kanolab_GPTaku.log,all_feature_table_2025sp17_with_talks,kanolab1,POSSESSED,2
taged_1746548986_mille_osawalab_ai168wolf_kanolab_GPTaku.log,all_feature_table_2025sp17_with_talks,GPTaku1,SEER,2
taged_1746549325_ai168wolf_CanisLupus_osawalab_GPTaku_kanolab.log,all_feature_table_2025sp17_with_talks,osawalab1,WEREWOLF,4
taged_1746549325_ai168wolf_CanisLupus_osawalab_GPTaku_kanolab.log,all_feature_table_2025sp17_with_talks,GPTaku1,POSSESSED,4
taged_1746549325_ai168wolf_CanisLupus_osawalab_GPTaku_kanolab.log,all_feature_table_2025sp17_with_talks,kanolab1,SEER,4
taged_1746549325_ai168wolf_CanisLupus_osawalab_GPTaku_kanolab.log,all_feature_table_2025sp17_with_talks,ai168wolf1,VILLAGER,4
taged_1746549325_ai168wolf_CanisLupus_osawalab_GPTaku_kanolab.log,all_feature_table_2025sp17_with_talks,CanisLupus1,VILLAGER,4
taged_1746550064_osawalab_mille_CamelliaDragons_GPTaku_kanolab.log,all_feature_table_2025sp17_with_talks,osawalab1,SEER,2
taged_1746550064_osawalab_mille_CamelliaDragons_GPTaku_kanolab.log,all_feature_table_2025sp17_with_talks,mille1,VILLAGER,2
taged_1746550064_osawalab_mille_CamelliaDragons_GPTaku_kanolab.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,VILLAGER,2
taged_1746550064_osawalab_mille_CamelliaDragons_GPTaku_kanolab.log,all_feature_table_2025sp17_with_talks,GPTaku1,WEREWOLF,2
taged_1746550064_osawalab_mille_CamelliaDragons_GPTaku_kanolab.log,all_feature_table_2025sp17_with_talks,kanolab1,POSSESSED,2
taged_1746551185_CanisLupus_osawalab_mille_GPTaku_sunamelli.log,all_feature_table_2025sp17_with_talks,CanisLupus1,POSSESSED,4
taged_1746551185_CanisLupus_osawalab_mille_GPTaku_sunamelli.log,all_feature_table_2025sp17_with_talks,osawalab1,SEER,4
taged_1746551185_CanisLupus_osawalab_mille_GPTaku_sunamelli.log,all_feature_table_2025sp17_with_talks,mille1,VILLAGER,4
taged_1746551185_CanisLupus_osawalab_mille_GPTaku_sunamelli.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,4
taged_1746551185_CanisLupus_osawalab_mille_GPTaku_sunamelli.log,all_feature_table_2025sp17_with_talks,sunamelli1,WEREWOLF,4
taged_1746552363_CanisLupus_CamelliaDragons_kanolab_GPTaku_sunamelli.log,all_feature_table_2025sp17_with_talks,CanisLupus1,VILLAGER,4
taged_1746552363_CanisLupus_CamelliaDragons_kanolab_GPTaku_sunamelli.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,VILLAGER,4
taged_1746552363_CanisLupus_CamelliaDragons_kanolab_GPTaku_sunamelli.log,all_feature_table_2025sp17_with_talks,kanolab1,WEREWOLF,4
taged_1746552363_CanisLupus_CamelliaDragons_kanolab_GPTaku_sunamelli.log,all_feature_table_2025sp17_with_talks,GPTaku1,POSSESSED,4
taged_1746552363_CanisLupus_CamelliaDragons_kanolab_GPTaku_sunamelli.log,all_feature_table_2025sp17_with_talks,sunamelli1,SEER,4
taged_1746553868_kanolab_CanisLupus_GPTaku_ai168wolf_mille.log,all_feature_table_2025sp17_with_talks,kanolab1,VILLAGER,3
taged_1746553868_kanolab_CanisLupus_GPTaku_ai168wolf_mille.log,all_feature_table_2025sp17_with_talks,CanisLupus1,VILLAGER,3
taged_1746553868_kanolab_CanisLupus_GPTaku_ai168wolf_mille.log,all_feature_table_2025sp17_with_talks,GPTaku1,WEREWOLF,3
taged_1746553868_kanolab_CanisLupus_GPTaku_ai168wolf_mille.log,all_feature_table_2025sp17_with_talks,ai168wolf1,POSSESSED,3
taged_1746553868_kanolab_CanisLupus_GPTaku_ai168wolf_mille.log,all_feature_table_2025sp17_with_talks,mille1,SEER,3
taged_1746554206_sunamelli_CamelliaDragons_CanisLupus_ai168wolf_GPTaku.log,all_feature_table_2025sp17_with_talks,ai168wolf1,SEER,2
taged_1746554206_sunamelli_CamelliaDragons_CanisLupus_ai168wolf_GPTaku.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,2
taged_1746554206_sunamelli_CamelliaDragons_CanisLupus_ai168wolf_GPTaku.log,all_feature_table_2025sp17_with_talks,sunamelli1,VILLAGER,2
taged_1746554206_sunamelli_CamelliaDragons_CanisLupus_ai168wolf_GPTaku.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,WEREWOLF,2
taged_1746554206_sunamelli_CamelliaDragons_CanisLupus_ai168wolf_GPTaku.log,all_feature_table_2025sp17_with_talks,CanisLupus1,POSSESSED,2
taged_1746555258_GPTaku_sunamelli_CanisLupus_CamelliaDragons_ai168wolf.log,all_feature_table_2025sp17_with_talks,sunamelli1,WEREWOLF,2
taged_1746555258_GPTaku_sunamelli_CanisLupus_CamelliaDragons_ai168wolf.log,all_feature_table_2025sp17_with_talks,CanisLupus1,POSSESSED,2
taged_1746555258_GPTaku_sunamelli_CanisLupus_CamelliaDragons_ai168wolf.log,all_feature_table_2025sp17_with_talks,CamelliaDragons1,SEER,2
taged_1746555258_GPTaku_sunamelli_CanisLupus_CamelliaDragons_ai168wolf.log,all_feature_table_2025sp17_with_talks,ai168wolf1,VILLAGER,2
taged_1746555258_GPTaku_sunamelli_CanisLupus_CamelliaDragons_ai168wolf.log,all_feature_table_2025sp17_with_talks,GPTaku1,VILLAGER,2
taged_1746556523_kanolab_sunamelli_CanisLupus_ai168wolf_GPTaku.log,all_feature_table_2025sp17_with_talks,kanolab1,WEREWOLF,3
