dataset_tag,feature,f_score_all_days,f_score_day1_only,f_score_delta_day1_minus_all,f_score_ratio_day1_over_all
all_feature_table_2025summer_with_talks2,Agr_id_ReqDiscuss,1.5188849333112815,1.0179734891035732,-0.5009114442077083,0.6702110654387128
all_feature_table_2025summer_with_talks2,Est_id_contradiction,1.504439746300211,1.0016949152542372,-0.5027448310459739,0.6658258784054506
all_feature_table_2025summer_with_talks2,Dis_id_Vote,0.9682723079754574,0.4391945343401638,-0.5290777736352936,0.4535857643237591
all_feature_table_2025summer_with_talks2,Vote_recepient_id_Fact,1.007730811384924,0.4773127753303971,-0.5304180360545268,0.47365106878172686
all_feature_table_2025summer_with_talks2,Sus_recepient_id_Req(T),0.8523093656528056,0.2685818624467428,-0.5837275032060627,0.3151225059294129
all_feature_table_2025summer_with_talks2,Vote_recepient_id_Req(V),1.461951829129745,0.8465611698336071,-0.615390659296138,0.5790622874068816
all_feature_table_2025summer_with_talks2,confused,2.451237683249219,1.762347990742688,-0.6888896925065309,0.7189625074169302
all_feature_table_2025summer_with_talks2,Dis_id_calm,2.222997367262401,1.523930206329198,-0.6990671609332029,0.6855294698438502
all_feature_table_2025summer_with_talks2,Fact_recepient_id_calm,1.0997161845329386,0.39932432432432435,-0.7003918602086143,0.3631158025839239
all_feature_table_2025summer_with_talks2,day1_vote_id_Fact,1.2679215894508606,0.5456963934725958,-0.7222251959782648,0.43038654644137053
all_feature_table_2025summer_with_talks2,Agr_id_Req(T),1.172639598022529,0.42478297395687625,-0.7478566240656528,0.36224512229585315
all_feature_table_2025summer_with_talks2,Est_id_Vote,2.450992689772879,1.6702806499261436,-0.7807120398467355,0.6814710860681713
all_feature_table_2025summer_with_talks2,Fact_recepient_id_ReqDiscuss,2.7403988832502963,1.9103535888206655,-0.8300452944296308,0.6971078556482809
all_feature_table_2025summer_with_talks2,Wait,3.75640909584197,2.897945355191256,-0.8584637406507141,0.7714669199974975
all_feature_table_2025summer_with_talks2,Fact_recepient_id_Mt,1.3809201403508764,0.5221743086600469,-0.8587458316908295,0.37813505214663107
all_feature_table_2025summer_with_talks2,day1_vote_id_difficult,2.2279655109154275,1.3641084824004612,-0.8638570285149663,0.6122664269734182
all_feature_table_2025summer_with_talks2,Est_id_calm,2.2893889179603466,1.3802547770700633,-0.9091341408902833,0.6028922244879487
all_feature_table_2025summer_with_talks2,Vote_recepient_id_calm,1.5403044204366967,0.5845417564010533,-0.9557626640356434,0.37949755208508096
all_feature_table_2025summer_with_talks2,Dis_id_Sus,2.7142982480702633,1.7160738428880096,-0.9982244051822537,0.6322348122487356
all_feature_table_2025summer_with_talks2,Vote_recepient_id_Sus,1.1674769739022175,0.16338780530661803,-1.0040891685955995,0.13994948921395442
all_feature_table_2025summer_with_talks2,Sus_recepient_id_Req(V),5.095299588553345,4.066417112299462,-1.0288824762538837,0.7980722314418266
all_feature_table_2025summer_with_talks2,Fact_recepient_id_Fact,2.4695562283098287,1.4195515243134293,-1.0500047039963993,0.5748204914168543
all_feature_table_2025summer_with_talks2,Sus_recepient_id_Pers,2.669939455285015,1.595827582545921,-1.074111872739094,0.597701786753762
all_feature_table_2025summer_with_talks2,difficult,1.571214469491204,0.4811007836704941,-1.0901136858207099,0.3061967628901031
all_feature_table_2025summer_with_talks2,Agr_id_calm,1.7339315412879515,0.6044318181818182,-1.1294997231061332,0.34859035921583176
all_feature_table_2025summer_with_talks2,Vote_recepient_id_contradiction,1.7658435910665584,0.6159568733153645,-1.149886717751194,0.3488173454787766
all_feature_table_2025summer_with_talks2,Dis_id_Req(T),5.2657621427945,4.072943703571109,-1.192818439223391,0.7734765819931533
all_feature_table_2025summer_with_talks2,day1_vote_id_Pers,1.825052912566444,0.6164166309472819,-1.208636281619162,0.33775274533969846
all_feature_table_2025summer_with_talks2,day1_vote_id_Mt,1.8071551545109394,0.5441771566250379,-1.2629779978859017,0.301123650598325
all_feature_table_2025summer_with_talks2,Pers,9.650934597099091,8.324434003943912,-1.3265005931551794,0.862552110402193
all_feature_table_2025summer_with_talks2,Dis_id_Pers,2.9870823571571106,1.6381124208162914,-1.3489699363408192,0.5483988137598355
all_feature_table_2025summer_with_talks2,day1_vote_id_Req(T),2.5576493697875984,1.0885853178265965,-1.4690640519610019,0.4256194501325955
all_feature_table_2025summer_with_talks2,Dis_id_Mt,5.482742215063438,3.9904224576854297,-1.4923197573780085,0.7278150789205842
all_feature_table_2025summer_with_talks2,Sus_recepient_id_Sus,1.810298550054471,0.27177041641829586,-1.5385281336361751,0.1501246395297581
all_feature_table_2025summer_with_talks2,Agr_id_Vote,5.108710062841452,3.5566706184852714,-1.552039444356181,0.6961973913256025
all_feature_table_2025summer_with_talks2,calm,2.410969602370433,0.810342404618568,-1.600627197751865,0.3361064380429118
all_feature_table_2025summer_with_talks2,day1_vote_id_Sus,2.219186650047852,0.5469154777619223,-1.6722711722859298,0.24644861598445564
all_feature_table_2025summer_with_talks2,Dis_id_Req(V),3.0467104866429437,1.234583107742286,-1.8121273789006578,0.40521838676487065
all_feature_table_2025summer_with_talks2,Agr_id_Req(V),3.5225333030974375,1.6565909090909097,-1.8659423940065278,0.4702839596048533
all_feature_table_2025summer_with_talks2,Vote,2.7366460884525905,0.785632066822849,-1.9510140216297414,0.28707843182601606
all_feature_table_2025summer_with_talks2,Exe,2.716736884811035,0.7528662420382164,-1.9638706427728188,0.2771215155101268
all_feature_table_2025summer_with_talks2,Agr_id_Mt,2.991437867919665,0.9439325508348481,-2.0475053170848168,0.3155447624843173
all_feature_table_2025summer_with_talks2,ReqDiscuss,6.201307189542485,3.7690050444484284,-2.4323021450940563,0.6077758978294896
all_feature_table_2025summer_with_talks2,Agr_id_Pers,5.6144206478346,2.941756950789713,-2.672663697044887,0.5239644721669263
all_feature_table_2025summer_with_talks2,Sus_recepient_id_Fact,4.567064728279681,1.804354354354355,-2.7627103739253265,0.3950796545068759
all_feature_table_2025summer_with_talks2,Req(T),6.7898413561010615,3.720518415310606,-3.0693229407904554,0.5479536590968438
all_feature_table_2025summer_with_talks2,Agr_id_Sus,4.944626619695911,1.7288749818075941,-3.215751637888317,0.34964722625795974
all_feature_table_2025summer_with_talks2,Mt,4.833547508906262,1.6062969749574032,-3.227250533948859,0.33232257936129284
all_feature_table_2025summer_with_talks2,Sus_recepient_id_Mt,3.955867441308259,0.5278442591494242,-3.4280231821588347,0.1334332527182523
all_feature_table_2025summer_with_talks2,Vote_recepient_id_Mt,5.8049219504320595,2.041653927139521,-3.7632680232925386,0.3517108318115888
all_feature_table_2025summer_with_talks2,Sus,5.352797454243829,0.4760876287433758,-4.876709825500453,0.08894183531584593
all_feature_table_2025summer_with_talks2,Tally,,,,
all_feature_table_2025summer_with_talks2,Admiration,,,,
all_feature_table_2025summer_with_talks2,Atk,,,,
all_feature_table_2025summer_with_talks2,XOR,,,,
all_feature_table_2025summer_with_talks2,seer_co_num,,,,
all_feature_table_2025summer_with_talks2,day1_vote_id_Admiration,,,,
all_feature_table_2025summer_with_talks2,day1_vote_id_XOR,,,,
all_feature_table_2025summer_with_talks2,Sus_recepient_id_Req(CO),1.3344585091420533,,,
all_feature_table_2025summer_with_talks2,Sus_recepient_id_Admiration,,,,
all_feature_table_2025summer_with_talks2,Sus_recepient_id_XOR,,,,
all_feature_table_2025summer_with_talks2,Vote_recepient_id_Req(CO),,,,
all_feature_table_2025summer_with_talks2,Vote_recepient_id_Admiration,,,,
all_feature_table_2025summer_with_talks2,Vote_recepient_id_XOR,,,,
all_feature_table_2025summer_with_talks2,Fact_recepient_id_ReqListen,0.4993684210526316,,,
all_feature_table_2025summer_with_talks2,Fact_recepient_id_Req(CO),,,,
all_feature_table_2025summer_with_talks2,Fact_recepient_id_Admiration,,,,
all_feature_table_2025summer_with_talks2,Fact_recepient_id_contradiction,0.4993684210526316,,,
all_feature_table_2025summer_with_talks2,Fact_recepient_id_XOR,,,,
all_feature_table_2025summer_with_talks2,Fact_recepient_id_IF,0.4993684210526316,,,
all_feature_table_2025summer_with_talks2,Est_id_Req(CO),1.3344585091420533,,,
all_feature_table_2025summer_with_talks2,Est_id_Admiration,,,,
all_feature_table_2025summer_with_talks2,Est_id_XOR,,,,
all_feature_table_2025summer_with_talks2,Agr_id_Admiration,,,,
all_feature_table_2025summer_with_talks2,Agr_id_XOR,,,,
all_feature_table_2025summer_with_talks2,Dis_id_Req(CO),1.3344585091420533,,,
all_feature_table_2025summer_with_talks2,Dis_id_Admiration,,,,
all_feature_table_2025summer_with_talks2,Dis_id_XOR,,,,
